clase,probclase1,probclase2,probclase3,Country,L1Name,L2Namev2,BECTUAREAL2,BECCVPTCHAREAL2,BECAWMNSHPINDXL2,BECAWMNNNGHL2,BECEFFMESHSIZEL2,BECAWEDGDENSL2,BECPOPDENSADJL2,BECPRSBRTL2,BECPRSSUBWAYL2,BECADCRCTYAVGL2,BECADINTDENSL2,BECADSTTDENSL2,BECURBTRVDELAYINDEXL2
2,4.91E-07,0.984303653,0.01570,Mexico,Puebla de Zaragoza,Acuamanala de Miguel Hidalgo,126.27,222.5354,2.9579,66.8228,4.217,5.304199317,1369.404,0,0,1.032708937,4.444355959,1459.660444,0.000902028
2,2.50E-10,0.816554205,0.18345,Mexico,Puebla de Zaragoza,Amozoc,1570.5921,568.8382,5.6387,65.5999,79.1347,3.639744003,3354.326,1,0,1.051779357,8.20274688,2137.447389,0.019364942
2,7.45E-13,1,0.00000,Mexico,Puebla de Zaragoza,Atlixco,2427.558,833.4121,5.0031,125.8064,51.3437,1.318478948,1675.447,0,0,1.055092495,9.919553377,2522.211303,0.006236865
2,4.42E-12,0.999982172,0.00002,Mexico,Puebla de Zaragoza,Chiautzingo,653.9388,423.1571,4.3758,65.7179,10.723,2.046672836,1256.332,0,0,1.064036039,3.926172863,1733.52862,0
3,1.17E-07,1.10E-06,1.00000,Mexico,Puebla de Zaragoza,Coronango,1017.9851,561.1306,4.5969,68.3861,75.7417,6.811268205,2713.714,0,0,1.025667053,13.34808317,4805.058703,0.005330348
3,1.47E-06,1.73E-33,1.00000,Mexico,Puebla de Zaragoza,Cuautlancingo,2002.767,488.4297,3.7382,71.1518,334.7655,8.658385743,559.3064,0,0,1.027716925,24.23409272,5990.690248,0.028324942
3,1.15E-05,1.09E-05,0.99998,Mexico,Puebla de Zaragoza,Domingo Arenas,160.3802,493.3803,3.6106,69.224,10.937,8.822137434,1037.534,0,0,1.08928676,5.74332229,1999.818798,0
2,4.25E-11,0.999997687,0.00000,Mexico,Puebla de Zaragoza,Huejotzingo,1547.3612,495.0693,3.1919,75.5022,18.0184,0.960277463,716.0389,0,0,1.041120681,5.774612075,1701.088959,0.00885258
2,3.70E-10,1,0.00000,Mexico,Puebla de Zaragoza,Ixtacuixtla de Mariano Matamoros,822.2434,300.6919,2.4768,128.4438,3.4776,0.454539325,1184.414,0,0,1.05989705,5.106540408,1616.787027,0.000294475
2,1.33E-06,0.916167351,0.08383,Mexico,Puebla de Zaragoza,Juan C. Bonilla,402.5708,272.8766,3.0739,68.7956,14.974,4.319432084,1340.705,0,0,1.038380418,10.08300052,3776.773472,0.002535693
3,4.86E-05,1.31E-11,0.99995,Mexico,Puebla de Zaragoza,Mazatecochco de Josa Maria Morelos,212.67,361.1324,3.2252,60.1625,28.9194,10.66958496,2880.778,0,0,1.030719297,3.940373556,1381.872321,6.2015E-05
2,8.16E-10,0.999889353,0.00011,Mexico,Puebla de Zaragoza,Nativitas,472.9494,333.223,3.5376,71.2312,8.893,2.455155811,2070.507,0,0,1.059161133,9.625785409,2516.412126,0.001588617
2,1.05E-10,1,0.00000,Mexico,Puebla de Zaragoza,Ocoyucan,410.3968,308.2428,2.9924,121.8991,1.6591,0.63285213,869.8096,0,0,1.100824038,2.615637793,1104.866445,0.003403764
3,2.79E-07,1.08E-51,1.00000,Mexico,Puebla de Zaragoza,Papalotla de Xicohtencatl,802.349,485.2233,4.7033,61.0911,199.9699,17.59273212,839.8542,0,0,1.027724912,15.61748904,4542.144188,0.021417152
3,2.13E-26,0,1.00000,Mexico,Puebla de Zaragoza,Puebla,20823.289,1644.8777,6.4485,64.0685,6942.5096,6.046470201,6872.142,1,0,1.03716156,42.12895944,7695.992153,0.062471117
3,3.76E-12,0,1.00000,Mexico,Puebla de Zaragoza,San Andres Cholula,2874.5955,930.1743,6.8392,61.7548,1174.4864,21.61338966,2383.197,1,0,1.067433062,34.74563458,7346.282024,0.054600088
2,1.88E-09,0.999975282,0.00002,Mexico,Puebla de Zaragoza,San Felipe Teotlalcingo,324.81,400.4383,2.9812,73.2153,12.6754,3.268196457,974.1045,0,0,1.019398534,2.651800307,1173.84984,0
3,4.61E-05,0.002823731,0.99713,Mexico,Puebla de Zaragoza,San Gregorio Atzompa,241.02,312.0983,2.6714,64.781,17.648,7.702429635,609.812,0,0,1.029715174,3.881311934,1765.963171,0.021368779
3,3.53E-05,8.82E-06,0.99996,Mexico,Puebla de Zaragoza,San Jeronimo Zacualpan,80.01,297.5868,3.0216,71.8274,6.7482,8.709896593,1095.793,0,0,1.043734517,6.64355808,2026.820656,0
3,0.001578536,3.63E-88,0.99842,Mexico,Puebla de Zaragoza,San Juan Huactzinco,129.4193,370.906,2.4725,62.8243,32.4077,23.11728882,2202.233,0,0,1.038437202,27.46064233,5522.059722,0.003803276
3,0.000579749,3.24E-45,0.99942,Mexico,Puebla de Zaragoza,San Lorenzo Axocomanitla,82.44,192.1368,2.3062,60.9619,14.1575,17.41140955,2679.124,0,0,1.029873068,18.58459116,3943.817288,0.000147611
3,6.57E-12,5.36E-16,1.00000,Mexico,Puebla de Zaragoza,San Martin Texmelucan,2325.778,724.9416,6.1852,65.6125,248.8152,6.485079524,2917.637,0,0,1.033366751,16.54832295,4501.455234,0.052176348
3,0.000775435,8.85E-70,0.99922,Mexico,Puebla de Zaragoza,San Miguel Xoxtla,267.4804,307.1165,2.8684,61.4126,81.521,21.84503463,2414.88,0,0,1.028441573,9.44590342,2901.061316,0.005030991
2,1.42E-05,0.779896448,0.22009,Mexico,Puebla de Zaragoza,San Pablo del Monte,924.6615,512.0779,2.7869,60.5858,112.8214,4.290358626,4583.858,0,0,1.040045998,7.96755387,2459.478364,0.004693188
3,2.08E-06,9.97E-65,1.00000,Mexico,Puebla de Zaragoza,San Pedro Cholula,2714.67,739.6579,3.3801,63.3899,593.3455,5.926448585,1452.452,0,0,1.032037992,17.11200963,4957.597485,0.031714969
2,3.39E-10,0.999980708,0.00002,Mexico,Puebla de Zaragoza,San Salvador el Verde,763.1982,431.8544,3.3686,67.9328,12.7495,1.574891537,3199.493,0,0,1.025407284,3.945721396,1142.185167,0.002529041
3,6.47E-05,4.59E-44,0.99994,Mexico,Puebla de Zaragoza,Santa Ana Nopalucan,160.8299,239.9968,3.1544,60.0634,27.1861,17.06728187,1099.493,0,0,1.054731677,19.78910256,4446.536037,0.000677952
3,0.001993895,2.75E-20,0.99801,Mexico,Puebla de Zaragoza,Santa Apolonia Teacalco,108.54,391.3312,3.3864,61.9979,12.069,13.31654776,910.7512,0,0,1.144887749,11.86272429,2797.612738,0.002009612
3,7.49E-07,1.88E-46,1.00000,Mexico,Puebla de Zaragoza,Santa Catarina Ayometla,184.95,492.022,4.5311,62.5927,28.4719,18.01242914,1755.179,0,0,1.045103104,12.31880274,3602.638783,0.000554781
3,0.000119428,3.56E-51,0.99988,Mexico,Puebla de Zaragoza,Santa Cruz Quilehtla,149.49,249.0791,3.2808,60.2214,19.7209,18.47040646,1196.938,0,0,1.019509953,17.19878052,4542.388822,0.000880414
3,2.91E-05,1.03E-20,0.99997,Mexico,Puebla de Zaragoza,Tenancingo,245.1608,398.3447,3.2475,68.7884,40.3069,12.88243681,2400.11,0,0,1.0352626,8.788798249,3034.747673,0.008392071
2,2.69E-11,0.959316137,0.04068,Mexico,Puebla de Zaragoza,Teolocholco,461.8801,441.453,5.6597,61.2018,19.693,5.292306044,1695.192,0,0,1.059205386,2.881763862,993.2817913,0.000395792
2,1.29E-09,0.99998955,0.00001,Mexico,Puebla de Zaragoza,Tepatlaxco de Hidalgo,235.8006,352.8576,2.783,60.8395,8.7175,2.319374915,981.6899,0,0,1.012432502,2.514585751,654.418492,0.003412046
2,1.25E-07,0.996863458,0.00314,Mexico,Puebla de Zaragoza,Tepetitla de Lardizabal,335.791,259.5621,3.3551,75.9042,13.0153,3.741352329,1696.026,0,0,1.023880511,11.88119103,3278.994329,0.017548631
2,7.66E-05,0.859439774,0.14048,Mexico,Puebla de Zaragoza,Tepeyanco,272.4304,282.3603,2.9964,81.844,9.2106,5.023072915,2601.966,0,0,1.054973876,14.33074051,3610.318144,0.00027137
2,3.33E-07,0.968743151,0.03126,Mexico,Puebla de Zaragoza,Tetlatlahuca,242.9088,380.4372,3.3993,67.5876,10.9308,5.427229802,1018.906,0,0,1.080656078,8.714747978,2303.983266,7.54171E-05
2,1.42E-06,0.989612063,0.01039,Mexico,Puebla de Zaragoza,Tlaltenango,148.68,454.7287,2.8129,69.628,7.4332,5.059001772,2999.192,0,0,1.012465797,4.676364231,1707.17907,0
3,0.001539492,1.03E-91,0.99846,Mexico,Puebla de Zaragoza,Xicohtzinco,277.1097,239.2046,2.9108,62.4255,100.7529,23.648769,2511.824,0,0,1.019105444,23.64597734,5739.887839,0.006161778
3,1.47E-05,3.79E-22,0.99999,Mexico,Puebla de Zaragoza,Zacatelco,765.4492,568.1961,3.248,60.809,174.0265,10.98999336,790.1942,0,0,1.029692178,18.14346461,4896.964482,0.025175457
2,2.23E-11,0.999999746,0.00000,Mexico,Puerto Vallarta,Bahia de Banderas,2641.6626,506.5837,3.3859,79.0147,6.0024,0.170615003,1240.987,0,0,1.106678481,6.960460071,1611.504178,0.02202138
2,1.48E-12,0.999528909,0.00047,Mexico,Puerto Vallarta,Puerto Vallarta,3647.2561,984.8988,5.2148,72.1093,99.2532,0.690417465,3561.917,0,0,1.084430339,8.800138874,1745.251853,0.034532151
3,0.001344765,0.000284865,0.99837,Mexico,Queretaro,Corregidora,3464.0155,1008.4893,3.9069,91.8083,244.1181,2.605113026,694.0085,0,0,1.087330515,18.33257162,3228.064243,0.040522247
2,8.43E-12,1,0.00000,Mexico,Queretaro,El Marques,3949.8531,484.9114,3.1582,130.2455,10.864,0.199608291,267.8781,0,0,1.094549281,3.867379418,1126.318816,0.052036469
2,1.08E-08,0.999999989,0.00000,Mexico,Queretaro,Huimilpan,982.4334,298.6811,2.8,222.971,1.1169,0.136505244,2502.682,0,0,1.12438054,0.866424087,482.4499809,0.005136937
3,1.15E-21,0,1.00000,Mexico,Queretaro,Queretaro,14941.3645,1742.7025,7.8835,71.1132,2239.3949,4.213197262,4174.979,0,0,1.055233718,30.66024211,4974.892549,0.130623726
3,1.38E-19,7.19E-09,1.00000,Mexico,Reynosa,Reynosa,11592.7985,2118.7285,8.7243,93.356,291.5972,0.939289159,3213.605,0,0,1.042777656,3.929304741,922.5112865,0.081952084
2,1.68E-10,1,0.00000,Mexico,Reynosa,Rio Bravo,2746.2505,918.377,3.0935,178.0105,13.3302,0.207544304,1807.401,0,0,1.04596118,2.376201845,777.3184692,0.014075169
2,3.49E-08,0.999999965,0.00000,Mexico,Rio Verde,Ciudad Fernandez,910.17,344.3307,3.1788,281.6036,2.2831,0.253582051,976.4249,0,0,1.056808889,0.900217665,395.532993,0.006393574
2,5.01E-11,1,0.00000,Mexico,Rio Verde,Rioverde,2059.5568,665.9165,4.0488,204.977,2.7064,0.049570746,1195.188,0,0,1.098110005,0.521949297,269.5004828,0.002965406
2,3.63E-12,1,0.00000,Mexico,Salamanca,Salamanca,4558.5995,1221.3166,4.501,166.9935,90.8076,0.891419759,2446.715,0,0,1.081465995,4.685132086,1181.066381,0.028945234
2,7.05E-10,0.999999999,0.00000,Mexico,Saltillo,Arteaga,1178.8173,421.2121,2.851,181.8222,0.4564,0.036262945,1103.265,0,0,1.094725967,1.053385362,437.8692317,0.008363743
2,3.01E-12,1,0.00000,Mexico,Saltillo,Ramos Arizpe,2786.667,841.1626,4.2795,158.409,2.1157,0.036022416,346.4262,0,0,1.067181711,0.447770186,129.4840597,0.026617796
2,2.28E-10,0.968892962,0.03111,Mexico,Saltillo,Saltillo,13098.7584,2038.4977,5.6551,94.7436,203.8527,0.346153634,4205.258,0,0,1.039336938,3.098742315,572.0047662,0.065034453
2,5.99E-11,0.999544168,0.00046,Mexico,San Cristobal de las Casas,San Cristobal de las Casas,2103.2983,743.5717,4.6135,70.0659,103.6659,1.717080455,4229.765,0,0,1.077497725,4.571234961,1033.690847,0.046146951
2,2.77E-10,0.999999978,0.00000,Mexico,San Francisco del Rincon,Purisima del Rincon,1365.8496,496.5289,2.8326,88.2357,8.582,0.450631815,1886.408,0,0,1.056449365,2.012712456,544.4963628,0.006111223
2,6.17E-12,1,0.00000,Mexico,San Francisco del Rincon,San Francisco del Rincon,2121.1956,953.3198,4.2175,140.3865,30.0133,0.855170226,2759.416,0,0,1.047201538,2.795238402,823.2554123,0.011955343
2,1.64E-12,1,0.00000,Mexico,San Juan Bautista Tuxtepec,San Juan Bautista Tuxtepec,2624.7584,856.8094,4.1778,111.7807,16.6143,0.384181179,1319.29,0,0,1.094745788,1.882534708,732.2867551,0.013733138
2,2.59E-12,0.999875669,0.00012,Mexico,San Juan del Rio,San Juan del Rio,6216.679,1062.7539,4.6549,76.8687,116.642,0.795297642,2035.87,0,0,1.089045029,4.384160549,1162.801933,0.052487807
3,2.94E-13,7.58E-164,1.00000,Mexico,San Luis Potosi,San Luis Potosi,14518.8098,1898.188,5.6691,77.2609,977.6689,1.446560798,4319.187,0,0,1.042959243,10.36046527,1800.783928,0.065056903
3,7.59E-07,5.22E-11,1.00000,Mexico,San Luis Potosi,Soledad de Graciano Sanchez,3754.0854,1205.6972,4.4297,80.0512,288.5443,2.757168514,5592.602,0,0,1.037827824,15.53476406,2568.916088,0.029882975
2,1.16E-12,0.999999979,0.00000,Mexico,San Luis Rio Colorado,San Luis Rio Colorado,5680.7808,1705.7777,4.4233,91.3611,27.6433,0.112416678,2384.385,0,0,1.026031736,0.919565448,241.2516332,0.002398108
3,1.65E-09,3.15E-11,1.00000,Mexico,Santo Domingo Tehuantepec,Salina Cruz,2057.6694,731.125,5.2092,64.6888,186.1465,3.833743383,1236.955,0,0,1.070035628,26.01887731,4940.273066,0.027737337
1,1,8.94E-250,0.00000,Mexico,Santo Domingo Tehuantepec,San Blas Atempa,160.6501,248.5815,2.1847,1915.7378,0.6846,0.349203721,1929.158,0,0,1.075908392,1.813924216,526.577311,7.50469E-05
2,3.89E-12,1,0.00000,Mexico,Santo Domingo Tehuantepec,Santo Domingo Tehuantepec,1147.2365,784.6332,4.3533,161.4291,4.9479,0.293638386,1068.302,0,0,1.06975784,1.983424759,540.3035232,0.031634082
2,6.46E-16,0.999999999,0.00000,Mexico,Tampico,Altamira,4961.884,1083.0472,5.8229,95.4227,37.2939,0.171079618,1113.69,0,0,1.048229469,2.588268734,699.5579217,0.017595595
3,1.32E-06,0,1.00000,Mexico,Tampico,Ciudad Madero,3070.4379,793.7592,4.4359,61.4123,1806.5444,16.57295634,5466.792,0,0,1.02026444,55.23964658,10085.03627,0.053598786
2,2.98E-09,0.999999997,0.00000,Mexico,Tampico,Panuco,1602.7284,797.5032,2.9383,205.3285,1.5499,0.056026573,1699.354,0,0,1.160035136,0.757354503,411.0774878,0.018301424
2,7.05E-12,0.999999998,0.00000,Mexico,Tampico,Pueblo Viejo,1054.443,860.788,4.0419,91.5879,22.257,1.371863885,1848.404,0,0,1.058879218,3.789094048,949.3674337,0.009642003
3,1.99E-06,0,1.00000,Mexico,Tampico,Tampico,4536.4512,546.813,3.3773,60.0965,1735.4072,7.57202664,5552.359,0,0,1.028623149,38.01781976,6537.036258,0.081028481
2,3.12E-13,0.999999929,0.00000,Mexico,Tapachula,Tapachula,4163.4243,1630.9398,4.9968,89.0914,83.3225,0.663680813,2884.137,0,0,1.0905465,4.566576182,1194.880909,0.018734396
1,0.999999934,6.63E-08,0.00000,Mexico,Tecoman,Armeria,582.387,389.2237,3.1476,573.4184,2.0627,0.332430191,845.984,0,0,1.089746267,1.508624902,573.1544027,0.01308158
2,3.51E-11,1,0.00000,Mexico,Tecoman,Tecoman,1757.6064,933.3969,3.6222,153.1496,15.1615,0.436650051,2097.791,0,0,1.070252989,2.478943158,813.4036729,0.009329516
2,1.62E-10,1,0.00000,Mexico,Tehuacan,Santiago Miahuatlan,475.7376,512.553,3.3767,128.3591,12.6433,2.035766736,1121.506,0,0,1.008431693,2.97349909,838.5778032,0.004743229
2,1.29E-09,0.843716121,0.15628,Mexico,Tehuacan,Tehuacan,3939.4892,1205.8066,5.0671,73.7908,161.8548,1.271433349,4561.485,0,0,1.024695341,6.953561699,1257.256024,0.040363194
2,1.88E-14,0.999721665,0.00028,Mexico,Tepic,Tepic,5503.5936,1436.2941,6.2962,84.9701,125.5105,0.803858878,4342.316,0,0,1.06772199,6.331261252,1050.117356,0.029106226
2,3.48E-10,1,0.00000,Mexico,Tepic,Xalisco,908.6426,604.4097,2.7194,130.7955,5.8052,0.323342909,1601.113,0,0,1.121727014,2.963003198,581.6716494,0.012079022
2,8.67E-10,0.999999999,0.00000,Mexico,Teziutlan,Chignautla,67.8615,297.9438,2.8937,166.356,0.0877,0.275302122,2283.916,0,0,1.094426677,3.319938209,1024.890094,0.002067959
2,3.37E-07,0.999999663,0.00000,Mexico,Teziutlan,Teziutlan,492.0275,375.0234,2.8515,111.497,3.4315,0.873221285,2830.698,0,0,1.109628756,15.5154876,3622.34996,0.025596695
3,4.57E-05,2.89E-14,0.99995,Mexico,Tianguistenco,Almoloya del Rio,127.0796,377.4473,2.8997,64.518,11.696,10.87039683,2964.046,0,0,1.050412917,12.27514914,3224.912791,0.0009812
3,2.50E-05,9.70E-18,0.99997,Mexico,Tianguistenco,Atizapan,121.9508,427.0704,3.1959,67.9504,11.5624,10.00641796,2432.012,0,0,1.031139022,18.41261967,5992.138099,0.006445355
3,1.55E-05,0.000855918,0.99913,Mexico,Tianguistenco,Capulhuac,436.6816,320.8157,3.308,62.306,32.1596,6.236029547,3087.644,0,0,1.030091881,15.18648168,3777.871353,0.025126842
2,3.03E-10,0.9999609,0.00004,Mexico,Tianguistenco,Texcalyacac,80.91,277.553,3.6287,60.7823,2.3046,3.226332863,619.5224,0,0,1.02933802,3.137422053,1024.883802,0.011003558
2,1.70E-11,0.999996421,0.00000,Mexico,Tianguistenco,Tianguistenco,862.2855,592.5923,4.0411,77.1847,15.1119,1.261147554,2368.536,0,0,1.049667248,5.872789288,1818.246,0.018050071
2,2.31E-11,0.999997449,0.00000,Mexico,Tianguistenco,Xalatlaco,339.8368,561.0952,4.0126,66.1699,5.0993,1.154396325,2121.651,0,0,1.108239707,4.375112729,1877.093545,0.001169574
2,4.10E-14,0.999988241,0.00001,Mexico,Tijuana,Playas de Rosarito,2761.6424,1003.6642,5.5191,79.9346,78.0245,1.216894346,1864.052,0,0,1.070013647,6.997343769,1780.661625,0.004907929
2,3.96E-11,1,0.00000,Mexico,Tijuana,Tecate,2472.6558,1085.8483,3.6556,145.9897,5.7447,0.109862289,1929.676,0,0,1.10587082,0.866076,354.4048905,0.013300931
3,1.83E-19,1.45E-207,1.00000,Mexico,Tijuana,Tijuana,20818.7694,1515.9748,6.9052,65.2464,1074.2313,1.565669109,5546.515,0,0,1.06454677,23.10639982,4432.182503,0.050609806
3,0.000133726,0.037585774,0.96228,Mexico,Tlaxcala,Amaxac de Guerrero,134.4614,250.4842,2.9777,76.1845,3.9798,4.745658603,4178.467,0,0,1.046798015,15.62768678,4349.745105,0.010617063
3,2.33E-05,3.33E-17,0.99998,Mexico,Tlaxcala,Apetatitlan de Antonio Carvajal,256.1406,420.5408,3.012,66.0278,22.44,8.665103751,2176.912,0,0,1.052954666,22.77336075,6626.416686,0.031397969
3,9.44E-05,2.23E-44,0.99991,Mexico,Tlaxcala,Apizaco,1260.094,709.9351,3.9855,84.0023,226.8842,8.750151413,1623.575,0,0,1.028600782,47.73577552,7783.384777,0.033021685
2,6.42E-07,0.83036787,0.16963,Mexico,Tlaxcala,Chiautempan,990.9906,563.4382,3.7608,63.8511,73.09,4.135986204,3509.131,0,0,1.022292313,11.87699664,3242.912522,0.021491827
3,1.16E-06,1.75E-05,0.99998,Mexico,Tlaxcala,Contla de Juan Cuamatzi,457.11,421.8875,4.0512,63.1614,25.034,6.682391282,1995.1,0,0,1.028946846,12.55237467,4776.774235,0.001814461
2,3.40E-09,0.999999997,0.00000,Mexico,Tlaxcala,Cuaxomulco,31.41,163.7051,2.5033,121.1175,0.1091,0.771921807,2997.225,0,0,1.058636979,5.071503649,2305.045821,0
3,2.16E-09,2.97E-70,1.00000,Mexico,Tlaxcala,La Magdalena Tlaltelulco,320.848,565.0529,5.8488,64.2022,52.1522,20.76609321,866.5572,0,0,1.018107405,18.52315674,6269.21741,0.005073997
2,5.35E-10,0.999974758,0.00003,Mexico,Tlaxcala,Panotla,489.328,307.3959,3.1502,67.8413,5.8686,1.368250072,1064.086,0,0,1.082989659,8.731044689,2739.77247,0.007617692
3,3.60E-05,4.61E-15,0.99996,Mexico,Tlaxcala,San Damian Texoloc,106.74,210.5365,2.9962,70.0518,10.1327,11.3968621,1586.234,0,0,1.051018603,12.47397544,2540.388791,0.005855874
2,2.87E-10,0.998260165,0.00174,Mexico,Tlaxcala,San Francisco Tetlanohcan,161.3696,343.3285,4.6506,62.5902,5.2769,4.643894406,1352.535,0,0,1.07585239,2.240953568,945.9847167,0
2,1.29E-06,0.999998465,0.00000,Mexico,Tlaxcala,Santa Cruz Tlaxcala,199.8912,203.1483,2.9336,97.2543,1.649,1.616847675,1039.968,0,0,1.06380663,14.4475417,4488.561311,0.00151114
3,1.87E-10,3.67E-15,1.00000,Mexico,Tlaxcala,Santa Isabel Xiloxoxtla,127.7991,462.8712,5.805,66.1496,18.3951,9.986960346,915.7219,0,0,1.047891656,15.63357242,5037.895257,0.001445979
2,8.27E-11,0.999998104,0.00000,Mexico,Tlaxcala,Tetla de la Solidaridad,480.245,337.1273,3.6324,78.3392,1.209,0.449362326,2605.384,0,0,1.058644247,3.913214268,1423.563369,0.001134614
3,1.12E-10,3.33E-105,1.00000,Mexico,Tlaxcala,Tlaxcala,1918.708,787.4347,6.0502,62.8578,505.938,16.50225058,2958.256,0,0,1.048178153,40.70244841,7623.615654,0.056039291
2,7.24E-10,0.999946106,0.00005,Mexico,Tlaxcala,Tocatlan,65.6999,231.2249,3.5144,62.307,1.1329,2.815251673,1678.328,0,0,1.082876767,6.909999941,2380.865947,9.40853E-05
3,9.84E-07,6.41E-84,1.00000,Mexico,Tlaxcala,Totolac,438.3908,504.4826,4.7225,60.8548,96.8694,21.97036336,552.1867,0,0,1.068963862,29.09896368,6532.675819,0.020258855
2,6.73E-09,0.999999993,0.00000,Mexico,Tlaxcala,Tzompantepec,233.1006,309.739,3.0129,128.2491,2.9396,1.822346277,770.668,0,0,1.073242235,12.32913105,3213.515315,0.003314618
2,1.03E-10,0.995176123,0.00482,Mexico,Tlaxcala,Xaloztoc,358.6492,413.1878,4.9387,66.9885,10.7777,3.035075336,1886.7,0,0,1.04241356,10.99936919,3213.957857,0.000278835
3,8.90E-06,1.24E-08,0.99999,Mexico,Tlaxcala,Yauhquemecan,559.9793,521.5932,3.2362,66.4511,35.8953,4.596850487,1400.881,0,0,1.064333142,24.03773244,6167.483647,0.006474414
2,1.36E-10,1,0.00000,Mexico,Toluca,Almoloya de Juarez,1104.8229,446.9739,3.1455,129.2151,1.4079,0.178615513,1678.209,0,0,1.102661282,1.895482999,759.901498,0.012985188
2,1.94E-10,1,0.00000,Mexico,Toluca,Calimaya,935.459,331.7041,3.2409,100.5794,8.5736,1.098350566,1217.029,0,0,1.09407301,9.922386399,2353.419408,0.002956874
3,4.15E-05,3.61E-06,0.99995,Mexico,Toluca,Chapultepec,150.3904,338.961,2.8056,64.8763,7.3624,6.282898812,1335.534,0,0,1.021910945,18.07759796,4894.703079,0.012768977
2,5.32E-08,0.997539984,0.00246,Mexico,Toluca,Lerma,2860.9332,691.0915,2.6115,68.4701,62.6744,0.75360335,2125.694,0,0,1.090432735,12.27017908,3687.373,0.045037951
3,5.04E-11,0,1.00000,Mexico,Toluca,Metepec,3967.2,850.4889,6.0702,60.5735,1784.6668,17.38914878,1838.579,0,0,1.072604829,52.43808395,10199.94407,0.092966961
3,0.000115755,3.04E-15,0.99988,Mexico,Toluca,Mexicaltzingo,221.9385,487.0578,2.6325,67.4366,30.8484,11.27876626,1974.039,0,0,1.017024328,11.10291534,3315.290773,0.02555355
2,1.27E-11,1,0.00000,Mexico,Toluca,Ocoyoacac,1100.7875,511.9743,4.4315,100.7306,18.9455,1.534041626,4496.436,0,0,1.089787966,4.819807441,1824.176059,0.023061454
2,4.44E-11,0.999998973,0.00000,Mexico,Toluca,Otzolotepec,715.8597,702.8906,3.5893,76.8072,10.8983,1.489864309,1882.817,0,0,1.087572228,2.018783456,1411.483727,0.01932931
2,2.22E-08,0.99999804,0.00000,Mexico,Toluca,Rayon,258.1194,287.3044,2.7381,85.4214,6.3882,3.036024528,4703.71,0,0,1.036686525,5.624933389,1632.611691,0.000271515
2,2.48E-05,0.50488127,0.49509,Mexico,Toluca,San Antonio la Isla,382.7688,380.2313,2.6159,67.9128,20.8406,4.335016074,2159.166,0,0,1.071992571,17.49115904,3274.138688,0.001988411
3,0.000526512,2.74E-289,0.99947,Mexico,Toluca,San Mateo Atenco,1358.9088,472.5291,3.7869,60.9957,949.9855,27.86113466,1126.701,0,0,1.0206316,25.42972066,8202.488131,0.046594564
2,8.30E-11,1,0.00000,Mexico,Toluca,Temoaya,733.6701,299.2354,3.2165,98.2107,1.4179,0.291993985,1326.635,0,0,1.078576417,2.199994015,1088.287856,0.006065788
2,2.15E-10,0.999998663,0.00000,Mexico,Toluca,Tenango del Valle,979.923,471.4131,3.1477,78.7015,10.1888,0.831478146,3007.285,0,0,1.067780219,3.463322835,1159.967725,0.027309052
3,4.38E-21,0,1.00000,Mexico,Toluca,Toluca,13963.2948,2433.4781,7.528,64.7087,3298.9294,6.204889532,4458.408,0,0,1.040885935,27.7806948,6173.147735,0.155687549
2,9.54E-10,0.999999992,0.00000,Mexico,Toluca,Xonacatlan,486.0016,443.7536,3.1149,89.9214,18.6587,2.871653369,2609.063,0,0,1.103021179,3.532248231,1753.842049,0.028069739
2,7.82E-13,0.999978111,0.00002,Mexico,Toluca,Zinacantepec,2280.8632,897.1736,4.6636,71.7587,56.0732,1.502107127,1477.487,0,0,1.057995774,6.055436134,1791.270726,0.026784053
2,7.48E-06,0.999971893,0.00002,Mexico,Torreon,Gomez Palacio,7297.9096,1500.5569,4.5617,104.96,227.3798,0.934223123,2781.057,0,0,1.043241016,9.154229748,1778.217501,0.022017131
2,6.18E-11,1,0.00000,Mexico,Torreon,Lerdo,3485.887,812.5152,3.196,143.3977,13.0768,0.139899164,1626.267,0,0,1.040125423,1.701118238,429.2696004,0.012353069
2,2.28E-11,1,0.00000,Mexico,Torreon,Matamoros,2019.6895,746.6373,3.5783,122.708,8.1383,0.241986043,1413.651,0,0,1.058213063,2.159473575,607.713518,0.005086195
3,1.24E-20,2.98E-104,1.00000,Mexico,Torreon,Torreon,11401.2966,1537.2096,8.101,74.6939,778.4894,1.973716451,4160.95,0,0,1.055746952,13.61844235,2254.71272,0.037906987
2,7.59E-11,0.99994556,0.00005,Mexico,Tula de Allende,Atitalaquia,1474.196,399.1056,3.9247,66.4323,66.2106,3.226674233,772.0723,0,0,1.088365427,3.616261869,1222.237695,0.052118602
2,2.27E-11,1,0.00000,Mexico,Tula de Allende,Atotonilco de Tula,1557.173,360.1417,3.2242,92.8877,16.0108,0.866236959,541.8041,0,0,1.06310335,2.456228668,1096.936124,0.018467019
2,2.95E-12,0.999999603,0.00000,Mexico,Tula de Allende,Tepeji del Rio de Ocampo,1776.768,673.4996,4.02,76.9234,17.2606,0.779675482,848.1752,0,0,1.098236794,2.099900848,824.0714701,0.017235559
3,1.14E-05,0.35679438,0.64319,Mexico,Tula de Allende,Tlahuelilpan,357.03,323.5957,3.1942,71.6478,25.956,6.11752928,1458.476,0,0,1.039058947,10.73105903,2609.730357,0.01382305
