clase,probclase1,probclase2,probclase3,Country,L1Name,L2Namev2,BECTUAREAL2,BECCVPTCHAREAL2,BECAWMNSHPINDXL2,BECAWMNNNGHL2,BECEFFMESHSIZEL2,BECAWEDGDENSL2,BECPOPDENSADJL2,BECPRSBRTL2,BECPRSSUBWAYL2,BECADCRCTYAVGL2,BECADINTDENSL2,BECADSTTDENSL2,BECURBTRVDELAYINDEXL2
2,2.60E-12,1,0.00000,Brasil,Goiania,Trindade,2288.968,631.0193,3.9297,129.8179,17.1044,0.519465656,1991.198,0,0,1.029677449,6.45568327,1311.02076,0.03132002
2,1.09E-13,1,0.00000,Brasil,Governador Valadares,Governador Valadares,3725.5415,1036.753,4.9526,103.5837,29.9118,0.328843985,3870.314,0,0,1.094863454,2.349202971,529.3149053,0.055557369
2,6.90E-12,0.99999994,0.00000,Brasil,Guarapari,Guarapari,2314.809,729.1408,3.7671,82.3095,13.4946,0.396544244,1993.446,0,0,1.117941899,6.503741358,1989.659297,0.072339313
2,7.90E-15,0.999999999,0.00000,Brasil,Guarapuava,Guarapuava,3764.8806,1471.9824,5.3065,91.5854,29.2944,0.265430184,2121.318,0,0,1.111097061,1.519977173,474.5765082,0.037683486
2,9.74E-11,0.999999727,0.00000,Brasil,Guaratingueta,Aparecida,387.18,331.0602,3.0163,80.3324,5.9255,1.320728397,2853.734,0,0,1.088019171,5.63115769,1093.954275,0.007915225
2,3.70E-13,0.999999636,0.00000,Brasil,Guaratingueta,Guaratinguetá,2510.6445,842.8687,4.4624,78.2935,30.9472,0.635093469,2246.758,0,0,1.107198949,4.132577102,983.5891796,0.064899287
2,1.70E-11,0.999991783,0.00001,Brasil,Guaratingueta,Lorena,1557.7188,922.4945,3.5985,72.2366,44.2627,1.104659314,2876.708,0,0,1.050227215,4.530007605,987.696869,0.036704232
2,1.64E-07,0.999999836,0.00000,Brasil,Guaratingueta,Potim,202.86,294.8582,2.5643,264.5512,6.4144,2.637947928,3056.624,0,0,1.039131448,8.214379163,1505.018865,0.002175809
2,1.62E-11,0.999999987,0.00000,Brasil,Ilheus,Ilhéus,1950.5672,868.7139,3.9065,86.8171,3.8636,0.149752694,2525.146,0,0,1.118110748,1.097470941,337.0233597,0.08435658
2,0.038033687,0.961966313,0.00000,Brasil,Imperatriz,Davinopolis,216.2706,457.235,2.7504,435.0902,0.7268,0.331879838,395.2106,0,0,1.043934083,0.875786589,269.8710824,0
2,2.36E-13,0.99999999,0.00000,Brasil,Imperatriz,Imperatriz,3717.5292,1270.4495,5.2544,95.0832,70.9859,0.711872172,4301.21,0,0,1.035210897,3.84526849,742.1322001,0.09686526
2,0.065908907,0.934091093,0.00000,Brasil,Imperatriz,Joao Lisboa,307.44,456.8473,3.8546,459.857,0.8119,0.306888007,1004.754,0,0,1.057160815,0.698798541,160.9772987,0.011927412
2,9.74E-09,0.99999999,0.00000,Brasil,Imperatriz,Sao Miguel do Tocantins,169.83,263.1508,2.8321,266.3921,0.1062,0.125106404,296.5981,0,0,1.108133893,0.420976196,277.5642176,0
2,6.90E-12,1,0.00000,Brasil,Ipatinga,Caratinga,804.3313,852.4708,4.6071,97.9155,1.9233,0.242212068,2535.199,0,0,1.211440229,1.222604558,512.8219707,0.011513551
2,3.17E-15,0.997697172,0.00230,Brasil,Ipatinga,Coronel Fabriciano,1325.428,617.9473,6.8028,66.0483,59.8543,3.734992169,3622.776,0,0,1.123646054,7.917735421,1823.77089,0.09100942
3,1.60E-10,2.22E-80,1.00000,Brasil,Ipatinga,Ipatinga,3518.7332,903.1065,5.5397,62.1297,639.1322,6.981210301,4999.412,0,0,1.071050018,23.54152623,4586.972341,0.153529454
2,1.11E-10,1,0.00000,Brasil,Ipatinga,Santana do Paraiso,479.3406,235.6078,2.7094,143.1547,0.8798,0.228188804,720.9136,0,0,1.15790283,3.127728054,1188.227143,0.028437397
2,5.55E-11,0.999936015,0.00006,Brasil,Ipatinga,Timoteo,1245.9562,515.0281,3.8645,65.9251,29.3165,1.828791564,2536.759,0,0,1.085709756,11.51331759,2250.869548,0.055079514
2,2.84E-13,0.999999999,0.00000,Brasil,Itabira,Itabira,2065.228,867.3701,4.8086,80.5361,15.2608,0.432842089,2191.323,0,0,1.16998179,2.016263601,649.7738262,0.022716648
2,3.34E-12,0.99984447,0.00016,Brasil,Itabuna,Itabuna,1798.291,899.6642,4.7658,67.8251,55.7578,1.531442517,5359.285,0,0,1.055755309,6.99901659,1203.926503,0.059383294
2,2.38E-13,0.99911099,0.00089,Brasil,Itajai,Balneario Picarras,685.082,784.3746,5.5972,71.9829,35.572,3.278928453,1075.731,0,0,1.042500724,9.447839656,2478.323748,0.074872351
2,1.03E-11,0.999472438,0.00053,Brasil,Itajai,Barra Vehla,1054.3492,756.2372,4.6333,65.6659,29.4217,2.518546471,865.4387,0,0,1.030664735,11.81508384,2842.794188,0.035763797
3,3.51E-13,3.59E-10,1.00000,Brasil,Itajai,Itajaí,3609.98,1189.7411,6.4106,70.57,264.2132,2.293754852,3334.143,0,0,1.053249423,12.22799221,2947.691709,0.132977135
3,1.53E-06,0.150014673,0.84998,Brasil,Itajai,Navegantes,1613.1636,730.642,4.5588,84.0914,117.0287,4.692537981,2237.521,0,0,1.026463157,16.85756287,3491.500906,0.086427362
3,1.48E-07,0.013230133,0.98677,Brasil,Itajai,Penha,985.0527,703.3009,4.2125,71.7729,77.936,4.199476948,1136.749,0,0,1.040809543,17.90029819,4374.350524,0.065150935
2,2.78E-14,1,0.00000,Brasil,Itapetininga,Itapetininga,2539.0859,1022.0601,5.2132,165.3388,15.382,0.30111782,1998.708,0,0,1.078920048,2.165266049,627.7268848,0.028601438
2,2.34E-12,0.999999999,0.00000,Brasil,Jaragua do Sul,Guaramirim,1076.2326,804.6306,3.853,89.0447,9.2733,0.834934431,724.3976,0,0,1.107434,3.924530786,1662.112225,0.068336035
2,1.42E-12,0.843661588,0.15634,Brasil,Jaragua do Sul,Jaraguá do Sul,4079.5904,1553.6155,6.0081,70.3504,161.4554,1.730947662,1848.628,0,0,1.099327795,6.530165667,2090.587652,0.092424675
2,8.75E-11,1,0.00000,Brasil,Jaragua do Sul,Schroeder,382.0476,298.1741,2.621,99.7234,0.6655,0.292117985,360.7641,0,0,1.056351065,2.59311569,1056.294604,0.073957422
2,8.74E-15,0.999996321,0.00000,Brasil,Jau,Jaú,2782.8052,1155.5532,5.596,82.4918,74.8982,1.29484943,2315.728,0,0,1.038899822,6.096769106,1199.741074,0.025149356
2,1.41E-13,1,0.00000,Brasil,Jequie,Jequié,2093.7532,959.1626,5.0882,102.7569,8.2042,0.217464903,2864.923,0,0,1.060975803,1.261941053,272.1876293,0.058375802
2,5.74E-15,0.999998057,0.00000,Brasil,Ji-Parana,Ji-Paraná,2970.55,1353.8457,5.7036,84.3735,10.7198,0.079095251,1803.93,0,0,1.056492067,0.419445179,145.9170127,0.076848571
3,2.91E-06,2.00E-65,1.00000,Brasil,Joao Pessoa,Bayeux,986.9408,661.9716,4.0688,62.0367,220.3491,12.83673555,5581.552,0,0,1.031340727,49.77916943,8776.972747,0.060899537
3,4.81E-06,9.05E-49,1.00000,Brasil,Joao Pessoa,Cabedelo,1267.11,335.799,3.6186,60.31,108.6205,6.912077966,3011.004,0,0,1.031361421,55.19335017,9090.041547,0.064989457
2,3.89E-11,0.999999751,0.00000,Brasil,Joao Pessoa,Conde,866.4228,552.5213,3.176,83.6867,6.4566,0.786774703,281.1346,0,0,1.042625547,8.800656636,2395.984531,0.012915942
3,8.03E-19,0,1.00000,Brasil,Joao Pessoa,João Pessoa,10340.7204,1627.0172,7.3092,60.9261,3964.326,11.14305586,5681.388,1,0,1.031872074,62.99105508,10148.47228,0.155340652
2,7.45E-11,1,0.00000,Brasil,Joao Pessoa,Lucena,274.5911,302.4264,2.78,137.245,1.7558,0.91662479,613.1014,0,0,1.037684592,7.327533619,1546.817405,0
2,4.07E-12,1,0.00000,Brasil,Joao Pessoa,Santa Rita,1271.7068,768.057,4.091,130.6797,8.2931,0.402347911,2300.791,0,0,1.053723295,3.691951264,935.0335657,0.073500143
2,7.85E-11,0.999999998,0.00000,Brasil,Joinville,Araquari,612.4536,289.1746,2.5074,90.4229,0.3781,0.107399672,243.6439,0,0,1.079489413,2.754471163,1163.515345,0.067684977
3,2.87E-16,2.74E-147,1.00000,Brasil,Joinville,Joinville,12541.3956,1992.2204,6.7182,66.4822,920.3517,1.572640073,3000.658,1,0,1.047773288,8.966774104,2132.764609,0.138904898
2,1.80E-10,1,0.00000,Brasil,Juazeiro do Norte,Barbalha,684.6336,466.9057,2.5767,147.6564,1.3033,0.165527527,1623.114,0,0,1.052701573,3.311157997,862.6056827,0.016090426
2,6.38E-12,1,0.00000,Brasil,Juazeiro do Norte,Crato,1402.6562,1009.3199,4.1163,108.7784,7.1104,0.20616184,2957.296,0,0,1.055018907,2.201594766,545.8017891,0.06130643
3,4.88E-12,1.79E-19,1.00000,Brasil,Juazeiro do Norte,Juazeiro do Norte,3225.6864,1167.817,6.1814,72.3421,308.911,4.391588356,4879.975,0,0,1.023047785,21.68838374,3993.141294,0.067370177
2,3.93E-13,0.999999973,0.00000,Brasil,Juiz de Fora,Juiz de Fora,6028.1856,1233.7779,5.9904,92.6914,78.2107,0.644646189,4251.138,1,0,1.153263496,4.737001451,1329.339044,0.120443608
2,4.15E-07,0.840883514,0.15912,Brasil,Jundiai,Campo Limpo Paulista,1493.9938,536.3425,3.9922,72.1142,49.5581,2.79150274,2040.527,0,0,1.113346249,16.59792973,4607.791747,0.045177506
2,1.81E-13,0.999998172,0.00000,Brasil,Jundiai,Itupeva,1952.5488,882.7697,5.0733,82.2602,39.3468,1.675245894,697.2408,0,0,1.096443541,10.21058212,2788.881898,0.064451758
3,3.92E-17,6.37E-67,1.00000,Brasil,Jundiai,Jundiaí,8231.8922,1851.0232,7.217,68.1411,609.1435,2.970738939,2833.446,0,0,1.083424555,20.69589426,4433.38595,0.092379499
3,2.61E-08,1.94E-101,1.00000,Brasil,Jundiai,Várzea Paulista,1675.89,779.7231,4.9329,61.3326,609.9548,11.11136284,4582.246,0,0,1.071541842,38.51623336,7866.224824,0.109543454
2,1.60E-12,0.999996286,0.00000,Brasil,Lages,Lages,3478.8601,976.3612,4.3277,75.7995,27.1891,0.250628804,2669.663,0,0,1.101975164,1.652518107,520.9554692,0.094312063
2,1.11E-10,0.9999993,0.00000,Brasil,Limeira,Iracemapolis,452.5191,474.2654,2.5977,78.7888,12.6744,1.469872889,1317.783,0,0,1.037179327,5.904986144,1148.708311,0.0222885
3,1.05E-14,2.30E-30,1.00000,Brasil,Limeira,Limeira,5921.534,1775.7231,6.79,75.6863,438.1874,2.952592016,3047.394,0,0,1.053315819,12.34683248,2534.138081,0.080966375
2,9.97E-11,1,0.00000,Brasil,Linhares,Linhares,2449.3512,866.6835,2.7302,121.5421,4.8814,0.071606563,2328.907,0,0,1.090185483,1.06712574,462.8420599,0.036230766
2,2.75E-12,0.999999937,0.00000,Brasil,Londrina,Cambé,1759.312,873.0095,4.1185,86.7417,30.195,0.978592789,2964.2,0,0,1.051110508,5.400519986,1343.351641,0.053585819
2,5.10E-13,0.999999999,0.00000,Brasil,Londrina,Ibipora,886.6848,697.3105,4.483,93.2305,13.6561,1.150935574,1990.903,0,0,1.063307098,5.967421524,1474.996321,0.039393772
3,3.53E-15,4.95E-05,0.99995,Brasil,Londrina,Londrina,8830.818,1566.4052,7.5595,88.4577,228.8339,0.901623078,3782.385,1,0,1.063571706,7.743262168,1790.277196,0.107266854
2,1.47E-17,0.9999996,0.00000,Brasil,Macae,Macaé,3321.2598,1015.1247,6.7379,85.0164,36.5699,0.48453556,2763.69,0,0,1.116565558,4.012468472,1009.671268,0.093638812
2,6.25E-14,0.996237191,0.00376,Brasil,Macapa,Macapá,4973.2137,1340.8806,5.7778,70.3632,25.5666,0.178335441,4369.698,0,0,1.051123677,0.733135972,209.6222921,0.145385073
2,1.70E-11,0.999999932,0.00000,Brasil,Macapa,Santana,1391.6704,988.6399,4.0794,88.349,9.0367,0.309321533,3679.577,0,0,1.053174663,0.685425027,196.1650656,0.033926258
3,2.18E-19,9.79E-137,1.00000,Brasil,Maceio,Maceió,7646.22,1478.7414,8.0425,70.7268,851.1864,3.917340902,8200.306,0,0,1.065940099,26.72655848,4361.007005,0.2162363
2,8.66E-11,1,0.00000,Brasil,Maceio,Marechal Deodoro,566.1009,333.3454,2.5532,158.7637,0.8302,0.184744425,503.4713,0,0,1.076211964,3.972557409,1200.4798,0.031728536
2,1.74E-11,1,0.00000,Brasil,Maceio,Rio Largo,786.5145,420.9451,3.3787,147.9685,3.9812,0.428803523,1564.052,0,0,1.082506639,5.2386958,1366.087723,0.03018162
2,3.69E-10,1,0.00000,Brasil,Maceio,Satuba,125.281,214.256,2.0989,126.2172,0.8958,1.03592287,1331.445,0,0,1.086082325,8.321781416,1825.412133,0.014643789
3,2.64E-20,5.71E-30,1.00000,Brasil,Manaus,Manaus,23460.3928,3146.8105,6.9808,64.349,408.3485,0.253634717,6288.811,0,0,1.072012305,2.159006767,427.6807931,0.244136105
2,3.26E-10,1,0.00000,Brasil,Maraba,Marabá,3682.5334,921.8458,3.338,187.195,1.8052,0.021881842,2374.959,0,0,1.095221845,0.334375188,99.16112174,0.114553462
2,1.08E-17,0.99160698,0.00839,Brasil,Marilia,Marília,4163.5748,1066.8883,7.1717,72.6046,110.5004,1.298207804,3041.473,0,0,1.068868734,6.061788212,1444.327619,0.052656975
2,8.82E-11,1,0.00000,Brasil,Maringa,Marialva,638.456,646.3791,3.1329,183.2065,4.5864,0.458490255,1336.737,0,0,1.049628515,2.679239713,859.7057624,0.022372933
3,7.37E-25,5.20E-110,1.00000,Brasil,Maringa,Maringá,7300.1554,1458.1335,9.1781,67.8308,774.1315,4.063401643,3188.499,0,0,1.024173863,20.01030001,4391.345731,0.095073073
2,3.90E-12,0.999996812,0.00000,Brasil,Maringa,Paicandu,569.3394,563.6329,4.1767,76.6494,14.7619,1.781531328,2520.391,0,0,1.061913034,5.744402907,1687.7703,0.024893496
3,1.22E-05,5.19E-06,0.99998,Brasil,Maringa,Sarandi,1274.85,698.0894,2.9745,65.348,130.2019,3.635293112,3928.723,0,0,1.017230428,22.27272158,4517.774625,0.065577624
2,3.14E-11,1,0.00000,Brasil,Mogi Guacu,Estevi Gerbi,198.99,423.1935,3.0092,97.0671,3.0575,1.604000949,759.0523,0,0,1.05844642,3.795346276,976.609579,0.005052277
2,4.47E-12,0.999995917,0.00000,Brasil,Mogi Guacu,Mogi Guaçu,3301.5554,1242.6075,4.1878,81.1781,86.5675,0.884219732,2604.877,0,0,1.032589349,4.982416747,1038.992083,0.027413331
2,1.06E-14,0.999999353,0.00000,Brasil,Mogi Guacu,Moji Mirim,2654.1879,1326.069,5.5852,86.8607,83.1823,1.681340859,1762.229,0,0,1.052583745,6.21178762,1593.002344,0.020313018
2,2.38E-14,1,0.00000,Brasil,Montes Claros,Montes Claros,5453.7196,1384.0432,5.7801,121.3921,59.8946,0.376922112,4108.548,0,0,1.041511772,2.57477076,531.9779571,0.137507332
2,7.90E-15,1,0.00000,Brasil,Mossoro,Mossoró,3589.213,1283.325,5.5631,108.7599,38.3729,0.489043478,3402.978,0,0,1.029332482,4.091323336,863.0228896,0.06503067
2,4.55E-10,1,0.00000,Brasil,Natal,Extremoz,393.4848,285.204,2.2471,112.6218,0.7921,0.230218277,529.2454,0,0,1.038476706,9.679865028,2163.387623,0.027977102
2,1.88E-12,1,0.00000,Brasil,Natal,Macaiba,874.6188,756.2637,4.141,159.232,5.0386,0.465624306,1232.689,0,0,1.080297271,4.907289096,1732.331413,0.031691597
3,6.06E-09,0,1.00000,Brasil,Natal,Natal,8555.0472,811.9432,5.1235,61.4545,1992.5719,6.994364091,6882.864,1,0,1.035859105,89.38811049,12658.27828,0.180967319
3,1.56E-07,5.64E-56,1.00000,Brasil,Natal,Parnamirim,3313.0755,698.8629,4.1197,69.4468,328.2838,4.345288579,3577.253,0,0,1.041505289,52.78981521,8527.243536,0.085507965
2,1.48E-09,0.999999999,0.00000,Brasil,Natal,Sao Goncalo do Amarante,1079.8302,511.5793,2.4254,104.3661,5.7293,0.285785803,2113.949,0,0,1.043847228,10.79483159,2478.491867,0.051493112
2,1.35E-11,1,0.00000,Brasil,Natal,Sao Jose de Mipibu,547.288,605.6368,3.3509,144.9343,3.3525,0.633917146,902.1457,0,0,1.062803387,3.938494196,1301.54803,0.006016324
2,9.09E-11,1,0.00000,Brasil,Nova Friburgo,Nova Friburgo,1309.682,668.8309,4.2603,98.5131,2.8495,0.151521694,2618.315,0,0,1.241700498,3.872516057,1652.393286,0.09002373
2,1.64E-08,0.838559279,0.16144,Brasil,Ourinhos,Ourinhos,2524.1447,921.2898,4.1463,70.8737,152.7102,2.083243742,2579.645,0,0,1.059197529,11.65765867,2417.824207,0.030736711
2,1.05E-14,0.999999992,0.00000,Brasil,Palmas,Palmas,6234.48,741.6227,4.745,90.2329,31.148,0.242526379,1795.01,0,0,1.079995887,4.545545529,1142.751942,0.04023483
2,1.20E-13,0.99997386,0.00003,Brasil,Paranagua,Paranaguá,2677.056,1120.0781,5.1447,75.786,57.1252,0.800495717,3390.756,0,0,1.045174523,3.055925133,696.2941804,0.064445622
2,3.27E-11,1,0.00000,Brasil,Parauapebas,Parauapebas,2118.3186,1095.5743,3.3855,114.7738,1.7414,0.037656529,2218.98,0,0,1.080090836,0.943296037,225.8194583,0.039125774
2,3.35E-11,0.999951338,0.00005,Brasil,Parnaiba,Parnaíba,2179.8058,1016.7922,4.0577,75.0311,64.0072,1.268083312,3818.103,0,0,1.029393513,9.441598174,1910.173596,0.043115441
2,1.63E-13,0.99998986,0.00001,Brasil,Parobe,Igrejinha,702.7188,748.6656,4.9356,67.4727,21.163,1.948353949,1221.455,0,0,1.092388039,7.364391556,2143.404381,0.021754177
2,1.51E-09,0.976034169,0.02397,Brasil,Parobe,Parobe,1003.504,821.1978,4.4059,66.4437,66.7888,4.327442508,2455.849,0,0,1.046686827,10.85126797,2480.155364,0.030944409
2,3.35E-12,0.99999995,0.00000,Brasil,Parobe,Taquara,1153.3428,1110.2416,3.9534,81.8415,22.3034,0.89807953,2214.696,0,0,1.107692476,2.679404966,1161.062029,0.04740166
2,3.17E-16,0.999998374,0.00000,Brasil,Parobe,Tres Coroas,507.8677,653.4045,6.2351,74.0338,9.9697,2.397854155,1049.091,0,0,1.12429376,3.47504817,1323.749398,0.018467727
2,1.12E-14,0.997541872,0.00246,Brasil,Passo Fundo,Passo Fundo,3648.9614,1392.192,6.278,77.231,124.5438,1.469722109,3240.067,0,0,1.074971706,5.313266148,1589.98164,0.071799315
2,2.99E-13,0.999999998,0.00000,Brasil,Passos,Passos,1835.3624,1196.1517,4.7322,92.8348,21.8568,0.557777035,2908.631,0,0,1.062649844,2.244890891,558.9064251,0.029565618
2,2.84E-13,1,0.00000,Brasil,Patos de Minas,Patos de Minas,2780.288,1377.92,4.6545,129.6471,18.0769,0.251120816,2491.114,0,0,1.077086593,1.631171874,418.7455796,0.045729836
2,1.20E-10,1,0.00000,Brasil,Pelotas,Capao do Leao,462.5948,590.1461,2.7262,123.622,0.7288,0.145107893,551.0279,0,0,1.14046928,0.798502385,441.5937183,0.020133305
2,1.07E-15,1,0.00000,Brasil,Pelotas,Pelotas,5083.8408,1492.5942,6.3068,130.2858,96.3427,0.804154163,3950.298,0,0,1.078439837,3.798793018,1348.369624,0.088507181
2,1.33E-06,0.999998672,0.00000,Brasil,Petrolina,Juazeiro,2346.4848,979.4674,4.0654,364.4993,3.1103,0.073989609,2885.196,0,0,1.059917782,0.781123785,207.0556666,0.046439443
2,3.49E-10,1,0.00000,Brasil,Petrolina,Petrolina,3288.87,852.5918,3.6186,193.425,6.4721,0.084090936,3536.677,0,0,1.073459883,1.735083346,448.9743575,0.125319902
2,4.58E-08,0.999999954,0.00000,Brasil,Petropolis,Petrópolis,1481.5896,312.7748,2.9654,89.8897,0.6524,0.053563875,2792.71,0,0,1.274121952,4.513481556,1885.871273,0.116521946
3,5.37E-19,0.000214614,0.99979,Brasil,Piracicaba,Piracicaba,7346.7039,1577.7644,7.9195,76.2888,209.6316,1.405794137,2858.969,0,0,1.068600134,7.302424281,1659.578355,0.082462101
2,4.81E-13,0.999999896,0.00000,Brasil,Pocos de Caldas,Poços de Caldas,2877.0254,948.5849,4.5416,84.6497,68.1576,1.18649196,2447.599,0,0,1.102412782,6.611737817,1571.481093,0.034402175
2,7.39E-19,0.539318464,0.46068,Brasil,Ponta Grossa,Ponta Grossa,7229.8835,1768.3445,7.8273,76.131,155.2515,0.990936547,2464.924,0,0,1.078211059,4.255812332,1183.959976,0.071053539
3,2.77E-28,0,1.00000,Brasil,Porto Alegre,Porto Alegre,18958.0824,2441.7096,8.0752,62.0375,5930.3635,5.877674338,6096.705,1,1,1.047146729,41.60349519,7112.8547,0.16920285
3,1.42E-05,1.51E-178,0.99999,Brasil,Porto Alegre,Alvorada,2743.1985,968.1088,2.8245,61.5945,951.9708,7.467889438,5694.436,0,0,1.025196403,33.16480066,6765.064827,0.085545489
2,6.87E-11,0.999999971,0.00000,Brasil,Porto Alegre,Ararica,145.17,332.1069,2.5864,85.4781,1.1986,1.472796141,339.3466,0,0,1.066116238,4.461660658,1785.931001,0.004292059
3,2.65E-07,9.23E-183,1.00000,Brasil,Porto Alegre,Cachoeirinha,2168.0085,891.0326,4.4968,62.294,817.5202,12.82678545,4106.945,0,0,1.035088239,54.56576587,9812.792037,0.081432274
3,1.15E-10,1.25E-54,1.00000,Brasil,Porto Alegre,Campo Bom,1791.8976,1103.1698,5.7198,61.5766,428.3362,10.68294348,2250.208,0,0,1.029651753,30.23844816,5514.031595,0.059706808
3,2.00E-10,0,1.00000,Brasil,Porto Alegre,Canoas,6689.6144,1023.0046,4.4503,61.3912,3220.3786,10.01736857,3955.282,0,0,1.031999707,38.36823935,8165.157936,0.115549668
2,8.81E-12,1,0.00000,Brasil,Porto Alegre,Capela de Santana,197.0984,293.0159,3.9795,195.3606,0.5337,0.282152698,301.9736,0,0,1.063723425,1.431772862,870.9184978,0.013518327
3,4.65E-10,0.001863524,0.99814,Brasil,Porto Alegre,Dois Irmaos,806.13,891.3573,5.4079,65.9916,68.5809,6.822702395,1590.537,0,0,1.046346299,11.51711335,2642.2612,0.051744407
2,9.76E-11,0.999999993,0.00000,Brasil,Porto Alegre,El Dorado do Sul,691.3764,677.6194,2.6138,88.436,2.3538,0.233413985,1220.432,0,0,1.073472661,1.900527799,909.2380776,0.040727273
3,2.25E-09,5.69E-16,1.00000,Brasil,Porto Alegre,Estancia Velha,1075.86,643.9996,5.1733,68.161,104.7367,8.972497234,2040.212,0,0,1.028254888,23.71638873,4868.691425,0.067838089
3,0.000174464,1.64E-157,0.99983,Brasil,Porto Alegre,Esteio,1516.95,510.8046,2.4788,61.0759,750.7202,12.61640205,4777.743,0,0,1.02720446,50.80938581,9404.681195,0.092743133
3,1.19E-08,2.99E-06,1.00000,Brasil,Porto Alegre,Gravataí,4963.5952,1527.2098,4.2854,69.0211,242.3141,1.581958127,3316.639,0,0,1.053325762,9.564084346,2610.657199,0.096550796
3,2.13E-08,0.248784941,0.75122,Brasil,Porto Alegre,Ivoti,701.547,709.014,4.6667,72.2943,51.8975,5.956907072,1026.117,0,0,1.050655061,11.70914343,2856.923412,0.052051927
2,5.28E-10,0.999999999,0.00000,Brasil,Porto Alegre,Lindolfo Collor,90.81,215.5254,2.1239,199.0375,0.4707,0.998927525,476.6893,0,0,1.105097235,3.564473452,1162.030751,0.011615846
2,3.38E-11,0.999982025,0.00002,Brasil,Porto Alegre,Nova Hartz,357.4805,462.0071,4.2422,76.3266,10.6249,3.605026196,855.5348,0,0,1.099052228,7.391528232,2490.31305,0.010946804
2,8.98E-12,0.999999981,0.00000,Brasil,Porto Alegre,Nova Santa Rita,550.5296,403.4786,3.3141,84.2725,1.3286,0.379340883,318.3847,0,0,1.087613908,2.502151419,1269.895678,0.019482464
3,3.14E-07,2.16E-135,1.00000,Brasil,Porto Alegre,Novo Hamburgo,4883.0501,1546.6665,3.3506,68.086,873.4361,3.508875705,4071.635,0,0,1.048176902,20.57545442,4314.470389,0.119853914
2,5.28E-14,0.999990421,0.00001,Brasil,Porto Alegre,Portao,784.3462,755.9799,5.0395,69.919,18.4899,1.873198919,1104.716,0,0,1.071258353,5.503493433,1687.26491,0.033057155
3,6.55E-15,0,1.00000,Brasil,Porto Alegre,São Leopoldo,4276.7042,1261.7039,7.1169,61.0825,1575.8751,15.29440897,3757.515,0,0,1.025647583,48.36551717,8202.846762,0.095534868
2,3.41E-12,0.99999996,0.00000,Brasil,Porto Alegre,Sao Sebastiao do Cai,460.35,614.8766,3.8839,81.1785,5.9557,1.667856617,672.6847,0,0,1.113458796,6.072250938,1945.361478,0.019156015
3,1.78E-09,1.63E-05,0.99998,Brasil,Porto Alegre,Sapiranga,1754.458,1084.9512,5.2391,62.3693,190.0979,4.638724857,2572.484,0,0,1.086696105,14.16517545,3281.471817,0.059160871
3,5.72E-07,5.33E-110,1.00000,Brasil,Porto Alegre,Sapucaia do Sul,2177.8246,888.6732,4.0386,62.9245,663.8396,10.02780841,4502.25,0,0,1.033008748,40.96921327,7164.611413,0.119036267
2,6.62E-12,0.999997829,0.00000,Brasil,Porto Alegre,Viamão,4108.4121,1280.2594,3.717,78.8313,28.0527,0.279353991,2756.959,0,0,1.089893238,2.591183292,1060.086914,0.099444463
2,9.62E-12,1,0.00000,Brasil,Porto Seguro,Porto Seguro,1616.5893,619.3452,3.6829,95.93,1.2602,0.074026403,1708.63,0,0,1.105490774,1.315095481,393.110712,0.023081929
2,6.15E-09,0.999999994,0.00000,Brasil,Porto Velho,Candeias do Jamari,592.3806,766.0914,2.4853,239.8301,0.2082,0.019953668,354.8341,0,0,1.053424041,0.082174399,112.695805,0.004929642
2,1.65E-17,1,0.00000,Brasil,Porto Velho,Porto Velho,8182.6145,2221.2807,6.4094,102.1929,12.8603,0.048876844,2993.772,0,0,1.085771645,0.307217946,134.3120147,0.066080989
2,6.16E-13,1,0.00000,Brasil,Pouso Alegre,Pouso Alegre,2132.721,943.3948,4.5156,101.2835,32.7842,0.941679691,2674.879,0,0,1.088520952,7.955250872,2048.706489,0.033922972
2,1.28E-11,1,0.00000,Brasil,Presidente Prudente,Alvares Machado,373.7688,576.2149,3.3981,103.8602,2.0235,0.469984592,1036.135,0,0,1.069252463,2.77898212,783.6865445,0.012970483
3,7.14E-09,0.187804091,0.81220,Brasil,Presidente Prudente,Presidente Prudente,4366.6104,1148.2689,5.301,84.3484,181.5938,0.964035958,2988.684,0,0,1.045710468,15.61742161,2717.602826,0.072896935
3,7.02E-20,0,1.00000,Brasil,Recife,Recife,13439.1776,1804.9349,4.8678,60.7408,7464.0704,8.547246136,10232.21,1,1,1.045306601,66.14520471,10398.59758,0.300217941
2,3.82E-11,0.997090913,0.00291,Brasil,Recife,Abreu e Lima,984.2397,825.1166,5.0538,73.2637,61.0146,3.62845612,4780.709,0,0,1.04345435,9.006953373,1862.854941,0.065323598
2,3.69E-12,0.999989259,0.00001,Brasil,Recife,Cabo de Santo Agostinho,2580.5798,881.7914,3.9347,70.5934,24.2613,0.555106241,2412.463,0,0,1.079272548,7.610146313,1557.141237,0.069987801
3,1.89E-08,3.08E-64,1.00000,Brasil,Recife,Camaragibe,1564.9212,1508.5342,5.0347,61.8544,313.8826,10.55720187,5361.057,0,0,1.056378934,48.65357446,8469.626146,0.132691162
2,1.43E-13,0.999999587,0.00000,Brasil,Recife,Igarassu,1634.49,1019.6062,4.8634,82.7645,33.3839,1.151301749,2385.109,0,0,1.075562306,6.753507103,1530.242334,0.060260126
